Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL
Tenstorrent,SOC Emulation Engineer - Hardware Emulation Infrastructure,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,Jun 03,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/6a10628c9fdbf21f36cae1a9
Tenstorrent,New Grad CPU Verification Engineer - AI Silicon,Design Verification,"Austin, TX / Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://tenstorrent.breezy.hr/p/ef8cc5028fa8-new-grad-cpu-verification-engineer-ai-silicon-austin-or-santa-clara
Teradyne,"Hardware Verification Engineer, New College Graduate, (Teradyne, North Reading, MA)",Design Verification,"North Reading, MA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a28b00d7061b51a3a5f7595
Teradyne,"Hardware Verification Engineer (IST, North Reading)",Design Verification,"North Reading, MA",US,Big Tech / Semi leader,,,May 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69c2189b2c312363dcd5a965
Tesla,"Verification Infrastructure & DevOps Engineer, AI Hardware",Design Verification,"Austin, TXPalo Alto, CA",US,Big Tech / Semi leader,,,Oct 14,,vansh,https://www.tesla.com/careers/search/job/253221
TikTok,"SoC Digital Verification Engineer, Multimedia Lab",Design Verification,San Jose,US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21fe9b902d19201c7bb9a0
TikTok,"SoC Digital Verification Engineer, Multimedia Lab",Design Verification,"San Jose, CA",US,Big Tech / Semi leader,,,May 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f65e5d0b36ff03547551a7
TSMC 台積電,"Design Verification Engineer (ARM SoC test chips, SystemVerilog/UVM/low-power)",Design Verification,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.tsmc.com/zh_TW/careers/JobDetail/Design-Verification-Engineer/5402
Astera Labs,Product Applications Engineer (NCG 2026),Silicon Validation,"San Jose, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://job-boards.greenhouse.io/asteraearlycareer2026/jobs/4597010005
Astera Labs,"Product Applications Engineer (NCG 2026, Aries)",Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://job-boards.greenhouse.io/asteralabs/jobs/4597481005
Broadcom,Board Validation Engineer,Silicon Validation,"Duluth, GA",US,Big Tech / Semi leader,,,Apr 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69dfdf5faba61f141731deb9
Credo,Hardware Validation Engineer,Silicon Validation,"San Jose Office,United States",US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2204f1902d19201c7bbb7f
Google,"Hardware Validation Engineer, Cloud Platforms",Silicon Validation,"Sunnyvale, CA, USA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:SW,https://jobright.ai/jobs/info/6a28076d1dbd8437bebc84ff
Google,"Hardware Validation Engineer, ML Products, University Graduate",Silicon Validation,"Sunnyvale, CA",US,Big Tech / Semi leader,,,May 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6978b6d088e2b47213bce271
Google,"Silicon Engineer, University Graduate, 2026 (performance validation)",Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.google.com/jobs/results/118693575373267654-silicon-engineer/
Intel,CPU Validation Engineer,Silicon Validation,"Austin, TX",US,Big Tech / Semi leader,,,May 27,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1747bdd6a04f21602e50dd
Intel,Post-silicon Validation and Debug Engineer,Silicon Validation,"Hillsboro, OR",US,Big Tech / Semi leader,,,Apr 10,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d95a14f748bc5d08a4a9c3
Intel,Post-silicon Validation and Debug Engineer,Silicon Validation,"Folsom, CA",US,Big Tech / Semi leader,,,Apr 10,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d959acb67cec4f9b0a15f4
Intel,SoC Power and Performance Validation Engineer,Silicon Validation,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 03,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6997c8f3e0bddb6acac68dda
Intel,SoC Power and Performance Validation Engineer,Silicon Validation,"Hillsboro, OR",US,Big Tech / Semi leader,,,Apr 03,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6997d73781476f6176b00ce7
Intel,SoC Power and Performance Validation Engineer,Silicon Validation,"Folsom, CA",US,Big Tech / Semi leader,,,Apr 03,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6997d53981476f6176b00968
Intel,Post-silicon Validation and Debug Engineer,Silicon Validation,"US, California, Folsom",US,Big Tech / Semi leader,,,Apr 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ce72d0891d7b11cfcc8a54
Karma Automotive,Engineer I - EE Systems Integration & Validation,Silicon Validation,"Irvine, CA 92618, USA",US,Big Tech / Semi leader,,,Jun 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1eb716c5277c00c64805f8
Marvell,Hardware Validation Engineer - Early Career,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://marvell.wd1.myworkdayjobs.com/en-US/MarvellCareers/job/Hardware-Validation-Engineer---Early-Career_2600860
Marvell Technology,Hardware & Silicon Validation Engineer - Early Career,Silicon Validation,"Westlake Village, CA",US,Big Tech / Semi leader,,,Jun 06,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a24365a4239a4353888003d
Marvell Technology,Validation Engineer - Early Career,Silicon Validation,"Santa Clara, CA, US",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2365c1757ade085b6ae0aa
Marvell Technology,Hardware Validation (Test Solutions) Engineer,Silicon Validation,"Burlington, VT",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a0699b3bc4184089f25090e
Marvell Technology,Hardware Validation Engineer - Early Career,Silicon Validation,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e9bde50a6e09555303d602
Microchip Technology Inc.,Engineer I-Validation,Silicon Validation,"Hauppauge, NY",US,Big Tech / Semi leader,,,Apr 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e02abfaba61f141731fe2c
Micron,New College Grad - Semiconductor Product Engineer,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.micron.com/careers/job/41246204
NVIDIA,Verification and Validation Engineer - New College Grad 2026,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Verification-and-Validation-Engineer---New-College-Grad-2026_JR2018584-1
PCI Pharma Services,Validation Analyst 3,Silicon Validation,"Rockford, IL",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a062443bc4184089f24c000
Pharmaron,Software Validation Associate,Silicon Validation,"Germantown, MD",US,Big Tech / Semi leader,,,May 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a001d09fa1aa73213d8e64a
SanDisk,"New College Grad, Product Development Engineering (Summer 2026 start)",Silicon Validation,"Milpitas, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.smartrecruiters.com/Sandisk/744000080258822-new-college-grad-product-development-engineering-summer-2026-start-
SiFive,"QA Engineer (entry, RTL-embedded)",Silicon Validation,"San Mateo, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.sifive.com/jobs/4452123003/qa-engineer-san-mateo-california-united-states
Teradyne,"Hardware Engineer, New College Graduate",Silicon Validation,"North Reading, MA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,"https://jobs.teradyne.com/Teradyne/job/North-Reading-Hardware-Engineer,-New-College-Graduate,-(Teradyne,-North-Reading)-MA/1379173500/"
Tesla,"Software Validation Engineer, AI Platforms",Silicon Validation,"Palo Alto, CA",US,Big Tech / Semi leader,,,Nov 10,,vansh,https://www.tesla.com/careers/search/job/255342
Tesla,"Electrical Hardware Validation Engineer, Optimus",Silicon Validation,"Palo Alto, CA",US,Big Tech / Semi leader,,,May 27,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a179c081430333075cd2a01
Texas Instruments,Career Accelerator Program - Validation Engineer,Silicon Validation,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f42385461b9b613a625a8d
Texas Instruments,"Product, Test & Validation Engineer Rotation Program",Silicon Validation,"Dallas, TX",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.ti.com/job/17546880/product-test-validation-engineer-rotation-program-dallas-tx/
Texas Instruments,"Product, Test and Validation Engineer Rotation Program",Silicon Validation,"Longmont, CO",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.ti.com/job/12020772/product-test-and-validation-engineer-rotation-program-longmont-co-longmont-co/
TSMC,[Fall 2025/Spring 2026] TSMC Engineering Career Opportunities (US Locations),Silicon Validation,"Phoenix, AZ (+ San Jose/Austin/Camas)",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.tsmc.com/en_US/careers/JobDetail/Fall-2025-Spring-2026-TSMC-Engineering-Career-Opportunities-US-Locations/16562
DV Trading A/S,Quantitative Developer (DV Equities),Design Verification,"New York, NY, US",US,Quant/HFT (top salary),,,May 12,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a053055d90e8d081dbd62f4
Andes 晶心科技,CPU Verification Engineer (RISC-V) — all levels,Design Verification,新竹市,TW,Semiconductor (TW/global),,,entry:all levels,,agent:TW-sweep,https://www.104.com.tw/job/6jewb
ASMedia 祥碩,IC驗證工程師(系統測試),Design Verification,新北新店,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/348h6
GUC 創意電子,G240063-Design Verification Engineer,Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/8htxd
Novatek 聯詠,【台南】Design Verification Engineer — 研替/預聘,Design Verification,台南,TW,Semiconductor (TW/global),,,entry:研替/預聘,,agent:TW-sweep,https://openhouse.osa.nycu.edu.tw/company/detail/84149955/
Phison 群聯,軟體開發工程師/設計驗證工程師0608B,Design Verification,苗栗竹南,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/69vwf
Realtek 瑞昱,115年度研發替代役&預聘_應屆畢業人才-數位IC驗證工程師,Design Verification,新竹市東區,TW,Semiconductor (TW/global),,,entry:應屆碩博/研替&預聘,,agent:TW-sweep,https://www.1111.com.tw/job/130312653
Realtek 瑞昱,CPU數位IC驗證工程師 (testbench/SVA/UVM),Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/719tw
Realtek 瑞昱,數位IC驗證工程師R1,Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/4itlg
Abbott,Software Verification Engineer I,Design Verification,"St Paul, MN",US,Other,,,Apr 13,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69dd1cc3738f2f099e8b49b1
Abbott,Software Verification Engineer I,Design Verification,United States - Minnesota - St. Paul,US,Other,,,Apr 13,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69dd0d7a61f6ed54321fab4a
Altera,FPGA Digital Design and Verification Engineer-Contract,Design Verification,"San Jose, CA",US,Other,,,May 19,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0762753b54ed42d74ccc8d
Altera,FPGA Digital Design and Verification Engineer-Contract,Design Verification,"San Jose, California, United States",US,Other,,,Apr 09,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d8046ab67cec4f9b099946
Beckman Coulter Life Sciences,Verification Engineer,Design Verification,"Chaska, Minnesota, United States of America",US,Other,,,May 07,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69fca6df5cff890b03f32b27
Belimo,Verification Engineer,Design Verification,"Montreal, Quebec, Canada",US,Other,,,May 04,Hybrid,jobright:SW@hist,https://jobright.ai/jobs/info/69fad9be18b94b2515bdc97c
Boeing,"FPGA Advance Verification Engineer (Associate, Mid-Level)",Design Verification,"Mesa, AZ",US,Other,,us-person-likely,Apr 12,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d9bfd5f748bc5d08a4da13
CAI,"Image Verifier, Neurodiverse Solutions",Design Verification,"Middletown, PA",US,Other,,,Apr 08,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69a9f12a1f59c56275e2bc8c
Celestica,Conformal Coat Operator,Design Verification,"Maple Grove, MN, US",US,Other,,,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e7cd85f8fa2f3ec32a9a01
Ciena,Digital Verification Engineer - New Grad,Design Verification,"Rochester, New York Metropolitan Area",US,Other,,,May 15,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a06079b6c07461fe171b6b9
Ciena,Digital Verification Engineer - New Grad,Design Verification,"US- NY- Pittsford- 1250 Pittsford Victor Road (Rochester), US",US,Other,,,May 13,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a04a535f811a0436960d355
Ciena,Product Verification Engineer – New Graduate,Design Verification,"Ottawa, ON",US,Other,,,Apr 10,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69bc85e04828227293fe641e
Circuit Check Inc.,Test Fixture Verifier,Design Verification,"Maple Grove, MN, US",US,Other,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/697c42910b88cc7d64235b5e
Circuit Check Inc.,Test Fixture Verifier,Design Verification,"Maple Grove, Minnesota",US,Other,,,May 01,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f47289db88714bcdfad718
Danaher Corporation,Verification Engineer,Design Verification,"Chaska, Minnesota, United States, US",US,Other,,,May 07,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69fcc2b7432a3c4da8dfee42
Edward Jones,Threat Emulation Engineer IV,Design Verification,"St Louis, MO",US,Other,,,Apr 25,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69ed40a97820c036924fc6ef
Epiroc,Verification and Validations Associate,Design Verification,"Pitt Meadows, British Columbia, Canada",US,Other,,,Apr 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e8d0983aa0c479643a5376
Ericsson,5G RAN Verification Engineer,Design Verification,"Ottawa, Ontario, Canada",US,Other,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21bb3cca8f0b365d7a842c
Harris Energy Solutions LLC,Energy Engineer: Measurement and Verification,Design Verification,"Whitestone, New York",US,Other,,,May 27,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1735c8b091c7417c4fbfed
Harris Energy Solutions LLC,Energy Engineer: Measurement and Verification,Design Verification,Piscataway NJ,US,Other,,,May 27,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1735b8b091c7417c4fbfc8
Harris Energy Solutions LLC,Energy Engineer: Measurement and Verification,Design Verification,New York,US,Other,,,May 27,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a17359eb091c7417c4fbfa1
Harris Energy Solutions LLC,Energy Engineer: Measurement and Verification,Design Verification,"Whitestone, New York or Piscataway NJ",US,Other,,,May 12,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a03539af3d6cc51d6375821
Harris Energy Solutions LLC,Energy Engineer: Measurement and Verification,Design Verification,"New York, NY",US,Other,,,May 12,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a03b5d27c753c287f6e9d29
Idaho National Laboratory,Formal Methods Postdoctoral Research Associate,Design Verification,"Idaho Falls, ID, United States",US,Other,,,Jun 03,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a0377c9f3d6cc51d6376dbd
IDEXX,Laboratory Technician – Verification & Validation,Design Verification,"Westbrook, ME",US,Other,,,Apr 30,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f3ebb3461b9b613a62515d
Innophos,Process Verification Technician,Design Verification,"North Salt Lake, UT",US,Other,,,May 12,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0360a27c753c287f6e66c4
Lockheed Martin,System Test and Verification Engineer,Design Verification,Possible,US,Other,,us-person-likely,May 04,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f9276e0b36ff035475d944
Lockheed Martin,System Test and Verification Engineer,Design Verification,"COLORADO SPRINGS, King of Prussia, Sunnyvale California, Colorado, Pennsylvania",US,Other,,us-person-likely,May 04,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f9272b582f810f9c8d0ce5
MatX,Formal Verification Engineer,Design Verification,"Mountain View, CA",US,Other,,,May 19,Hybrid,jobright:SW@hist,https://jobright.ai/jobs/info/6a0cdedb0411d7417a1bd36e
MatX,Formal Verification Engineer,Design Verification,Mountain View,US,Other,,,May 19,Hybrid,jobright:SW@hist,https://jobright.ai/jobs/info/6a0cded20411d7417a1bd36a
MBDA,Validation and Verification Engineer,Design Verification,"Bristol, England, United Kingdom",US,Other,,,May 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69eb365d7820c036924f1b48
MDAEdge,QC Verifier/Quality Control Verifier (Electrical/Electronics),Design Verification,"Reading, PA",US,Other,,,May 26,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1c42c62b206f3955ebc664
"Mission Technologies, a division of HII",Digital Verification Engineer 2 - 23340 (FS Poly Required),Design Verification,"Fort Meade, MD",US,Other,,us-person-likely,Jun 05,On Site,jobright:SW,https://jobright.ai/jobs/info/6a0f777472b52f7225f3e3ac
Pratt & Whitney,Material Verification and Control S2 - 7th Shift (Onsite),Design Verification,"Clayville, NY",US,Other,,us-person-likely,May 13,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0453ca6c07461fe170b512
Pratt & Whitney,Material Verification and Control S2 - 4th Shift (Onsite),Design Verification,"Clayville, NY",US,Other,,us-person-likely,Apr 11,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69bd86544828227293ffbe2a
Raytheon,Quality Material Verification & Control Analyst,Design Verification,"Camden, AR",US,Other,,us-person-likely,May 30,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e1931540a62c1fa93b8fc8
Raytheon,2026 Raytheon Full Time-Formal Qualification Testing Software Engineer I -(Onsite),Design Verification,"Tewksbury, MA",US,Other,,us-person-likely,Apr 10,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69d90790738f2f099e89f744
RemoteHunter,Full-Time Field Occupancy Verifier,Design Verification,"Fairmont, MN, US",US,Other,,,May 08,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fe4826ad691a11f34eccd0
RemoteHunter,Full-Time Occupancy Verification Observer,Design Verification,"Windom, MN, US",US,Other,,,May 08,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fe482352e2b44f558b0497
RemoteHunter,Part-Time Occupancy Monitoring Verifier,Design Verification,"Nacogdoches, TX, US",US,Other,,,May 08,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fe47f5f363bc4dc339d87b
Rocket EMS,Machine Operator - Conformal Coating (Second Shift),Design Verification,"Carson City, NV",US,Other,,,Apr 30,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f38221c78b9e4518955011
Rocket EMS,Machine Operator - Conformal Coating (Day Shift),Design Verification,"Carson City, NV",US,Other,,,Apr 30,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f3821fc78b9e451895500c
Rolls-Royce,Systems Engineering & Verification Engineer,Design Verification,"Indianapolis, IN",US,Other,,,Apr 10,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69d979a5738f2f099e8a1fde
Rolls-Royce,Systems Engineering & Verification Engineer,Design Verification,Indianapolis,US,Other,,,Apr 10,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69d95905738f2f099e8a12c4
RTX,Material Verification and Control S2 - 7th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a284a7e1dbd8437bebca358
RTX,Material Verification and Control S2 - 5th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a283c6340ac8e32932a0121
RTX,Material Verification and Control S2 - 8th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a283c617061b51a3a5f45c7
RTX,Material Verification and Control 1 - 6th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a28203f40ac8e329329f18f
RTX,Material Verification and Control 1 - 8th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a282037883c0d3be653fa55
RTX,Material Verification and Control 1 - 4th Shift (Onsite),Design Verification,"US-NY-CLAYVILLE-2395 ~ 2395 Main St ~ MAIN, US",US,Other,,us-person-likely,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2820362d6c332ee52e3ae5
RTX,Quality Material Verification & Control Analyst,Design Verification,"US-AR-CAMDEN-181-CUST ~ 181 Bear Rd ~ BEAR, Highland Industrial Park (External Site)",US,Other,,us-person-likely,Apr 16,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e0f33aacc736112f5c0fbc
RTX,"Research Software Engineer, Formal Methods",Design Verification,"Cambridge, MA",US,Other,,us-person-likely,May 05,Hybrid,jobright:SW@hist,https://jobright.ai/jobs/info/69ddf71718cf504166e2b6c3
RTX,2026 Raytheon Full Time-Formal Qualification Testing Software Engineer I -(Onsite),Design Verification,"Tewksbury, MA",US,Other,,us-person-likely,Apr 10,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69d9777db67cec4f9b0a2334
RTX,2026 Raytheon Full Time-Formal Qualification Testing Software Engineer I -(Onsite),Design Verification,"US-MA-TEWKSBURY-TB3 ~ 50 Apple Hill Dr ~ CONCORD BLDG, Tewksbury Tb3 300 Concord",US,Other,,us-person-likely,Apr 09,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69d8046ab67cec4f9b099948
Silicon Labs,Digital Verification Engineer I,Design Verification,"Austin, US",US,Other,,,Jun 08,Hybrid,jobright:SW,https://jobright.ai/jobs/info/6a26f5957d827633afff7acc
Silicon Labs,Digital Verification Engineer I,Design Verification,"Austin, TX",US,Other,,,May 20,Hybrid,jobright:SW@hist,https://jobright.ai/jobs/info/6a0e340e83d7144289816f1f
StockX,Sneaker Verification Expert,Design Verification,"West Caldwell, NJ",US,Other,,,Jun 03,On Site,jobright:ENG,https://jobright.ai/jobs/info/69b9bbce3b74eb1e2c87b2b5
StockX,Sneaker Verification Expert,Design Verification,"Verification Center - West Caldwell, NJ",US,Other,,,Jun 03,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a06fc96152f493123c4b024
StockX,Sneaker Verification Expert,Design Verification,"Douglasville, GA",US,Other,,,May 21,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0fc6b580bf0430c7636586
StockX,Sneaker Verification Expert,Design Verification,"Verification Center - Lithia Springs, GA",US,Other,,,May 21,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0f81fd83d7144289821043
STR,Associate Software Engineer - Emulation Tooling and Modeling,Design Verification,"Woburn, MA",US,Other,,,Apr 17,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69c5bf46aa3c2c1995e03db5
Welo Data,Portuguese Audio Verifier / Remote (Portugal),Design Verification,United States,US,Other,,,Jun 03,Remote,jobright:ENG,https://jobright.ai/jobs/info/6a25ff82757ade085b6b2775
Welo Data,German Audio Verifier / Remote (Switzerland),Design Verification,United States,US,Other,,,Jun 03,Remote,jobright:ENG,https://jobright.ai/jobs/info/6a20ab90c00e701fe836b1fe
Welo Data,English Audio Verifier / Remote (South Africa),Design Verification,United States,US,Other,,,Jun 03,Remote,jobright:ENG,https://jobright.ai/jobs/info/6a20ab8cca8f0b365d7a2d06
Welo Data,German Audio Verifier / Remote (Belgium),Design Verification,United States,US,Other,,,Jun 03,Remote,jobright:ENG,https://jobright.ai/jobs/info/6a20a4a54bdf8a5a96bd21a5
Willdan,Verification Aide,Design Verification,"Minnetonka, MN, US",US,Other,,,May 27,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1776f981fe455c705a9426
Yardstik,Verifications Specialist,Design Verification,"Minneapolis, MN",US,Other,,,Jun 08,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/6a2722e012f0202342262dc1
AGCO Corporation,Validation Engineer,Silicon Validation,"Jackson, MN",US,Other,,,Apr 23,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69dd5e6ebc6f6622c9911ded
Applied Engineering,Electrical Engineer - Product Design & Validation,Silicon Validation,"Milwaukee, WI",US,Other,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f73f902d19201c7bb51a
"Applied Engineering, Inc.",Electrical Engineer - Product Design & Validation,Silicon Validation,Milwaukee,US,Other,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21dcc07c30cc2cc516be15
Avantor,Process & Validation Engineer I,Silicon Validation,"Devens, MA",US,Other,,,May 26,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a15e085128680351d964fe9
BioSpace,Computerized System Validation Engineer I,Silicon Validation,"Social Circle, GA",US,Other,,,May 19,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0d465a4d9320363688030e
Caterpillar Inc.,Autonomy Validation Engineer,Silicon Validation,"Mossville, IL",US,Other,,,May 13,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69faf53b18b94b2515bde16d
Caterpillar Inc.,Autonomy Validation Engineer,Silicon Validation,"East Peoria, Illinois, US",US,Other,,,May 04,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69f8c2700b36ff035475ab23
Caterpillar Inc.,Autonomy Validation Engineer,Silicon Validation,"Mossville, Illinois, US",US,Other,,,May 04,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69f8c22da3d34b4f76f5dc14
"Cintal, Inc.",Test Validation Engineer,Silicon Validation,"Chillicothe, IL",US,Other,,,May 02,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f690ce81706a5bd2169d2c
Cipla USA,QA Associate - Validation DPI,Silicon Validation,"Hauppauge, NY",US,Other,,,May 06,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fb6bc886d5cd46527d589f
Cipla USA,QA Associate - Validation DPI,Silicon Validation,"Hauppauge, New, Un",US,Other,,,May 05,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fa3de8db88714bcdfc1f4d
